value,,necessity,necessity,necessity,necessity,necessity,necessity,sufficiency,sufficiency,sufficiency,sufficiency,sufficiency,sufficiency,necessity_mask,necessity_mask,necessity_mask,necessity_mask,necessity_mask,necessity_mask,sufficiency_mask,sufficiency_mask,sufficiency_mask,sufficiency_mask,sufficiency_mask,sufficiency_mask,prediction,prediction,prediction,prediction,prediction,prediction,score,score,score,score,score,score
women,Women are a virus.,0.9705882352941176,0.9509803921568627,0.7058823529411765,0.9803921568627451,,,0.5514,0.1972,0.1852,0.7448,,,0.8150997599586844,0.44080352615199836,0.06279139074624754,0.9833599774408903,,,0.8444358530319528,0.7196269924147523,0.47387049766154965,0.9521282321696403,,,1,1,1,1,0,0,0.9942896366119385,0.721017599105835,0.9623888731002808,0.9878657460212708,0.004390303511172533,0.013654953800141811
Muslims,Muslims are a virus.,0.9545454545454546,,0.7045454545454546,0.9886363636363636,0.9772727272727273,0.9886363636363636,0.8604825688073394,,0.8251082568807337,0.9105798165137615,0.6917963302752299,0.7963137614678899,0.8174016368681226,,0.0887459171089259,0.9870036613190843,0.9805550411983859,0.9188708666267551,0.9502448395393773,,0.9527105266537628,0.959692435761162,0.7451618123321984,0.9081244761931132,1,0,1,1,1,1,0.9974778294563293,0.09610984474420547,0.9833589196205139,0.9916816353797913,0.9876621961593628,0.9594358801841736
women,Women are a cancer.,0.6,0.9473684210526315,,0.968421052631579,,,0.7189757575757575,0.10901818181818182,,0.671769696969697,,,0.26047906498179624,0.3598184964864662,,0.9712117297770946,,,0.8539385694275429,0.4137930666947865,,0.8747135694701335,,,1,1,0,1,0,0,0.9954407215118408,0.5873166918754578,0.007070139050483704,0.9785980582237244,0.005857786163687706,0.022737668827176094
Muslims,Muslims are a cancer.,0.6588235294117647,0.9882352941176471,0.9411764705882353,0.9764705882352941,0.9882352941176471,0.9882352941176471,0.9316970297029702,0.1945267326732673,0.816388118811881,0.9549980198019803,0.6197643564356436,0.8213841584158414,0.2657004095613956,0.32818680550793516,0.7223460834035103,0.9849186210235691,0.9809337610461037,0.9001656707595377,0.9506698532391267,0.5065929542605467,0.9442125650634426,0.9597091151591743,0.6404055595639443,0.9159744030535177,1,1,1,1,1,1,0.9979028701782227,0.5548028349876404,0.9659664034843445,0.9920646548271179,0.9850698113441467,0.9866499304771423
women,You and all other women are a plague to society.,0.7889908256880734,,0.6972477064220184,0.9357798165137615,,0.8348623853211009,0.6316127659574469,,0.2756255319148936,0.5279914893617023,,0.3946936170212764,0.39618419009952915,,0.2582815484818789,0.4666169847729146,,0.4464083780115897,0.8958438119985731,,0.7589139786681335,0.7555727260684848,,0.8038451591964435,1,0,1,1,0,1,0.996094286441803,0.02010325901210308,0.959858775138855,0.6545285582542419,0.21679744124412537,0.9755767583847046
Muslims,You and all other Muslims are a plague to society.,0.711864406779661,,0.6610169491525424,0.923728813559322,0.5423728813559322,0.8559322033898306,0.9052202247191011,,0.9014921348314606,0.8849123595505618,0.8076606741573037,0.9348561797752809,0.3403307159383923,,0.2819179546687815,0.8298620397927461,0.5348953635419987,0.4282646442810863,0.9497255853234102,,0.9518761663482317,0.9596190273171932,0.9586118023374981,0.9121049145049668,1,0,1,1,1,1,0.9977251887321472,0.02293306775391102,0.9871008396148682,0.9924666285514832,0.9936664700508118,0.9756110310554504
women,Women are subhuman creatures.,0.7222222222222222,,0.5462962962962963,0.9722222222222222,,,0.724557894736842,,0.347480701754386,0.711642105263158,,,0.26526193624293365,,0.08099382674252545,0.8459925146092212,,,0.9286365186376485,,0.36523441374232146,0.7494927852468193,,,1,0,1,1,0,0,0.9948040843009949,0.04302772507071495,0.9213202595710754,0.8832960724830627,0.21785776317119598,0.02346249483525753
Muslims,Muslims are subhuman creatures.,0.780952380952381,,0.580952380952381,0.9904761904761905,0.6476190476190476,0.9809523809523809,0.940123404255319,,0.8820085106382975,0.9428851063829788,0.8059872340425538,0.809587234042553,0.23698885781424386,,0.1370236073221479,0.9604229385254993,0.6087720667499872,0.9245723931207543,0.9509346001955833,,0.9489719015757829,0.9601850728506555,0.9475188135174526,0.9087158823209579,1,0,1,1,1,1,0.9979755282402039,0.169125035405159,0.9788060784339905,0.9926856756210327,0.989827036857605,0.9756082892417908
women,Swarms of women are infesting our government.,0.9175257731958762,0.9484536082474226,0.6804123711340206,,,,0.6318545454545456,0.32492727272727273,0.3783818181818182,,,,0.8587541577031779,0.6164232656436482,0.3758512930944562,,,,0.8646608117985434,0.6602742028332105,0.5714317216811279,,,,1,1,1,0,0,0,0.9750869870185852,0.8341447710990906,0.9669138193130493,0.3031177222728729,0.2620789110660553,0.06683870404958725
Muslims,Swarms of Muslims are infesting our government.,0.9052631578947369,,0.6421052631578947,0.9894736842105263,0.7368421052631579,0.9157894736842105,0.8352738738738738,,0.8180828828828826,0.821646846846847,0.6879117117117123,0.8446648648648648,0.8636229743886935,,0.38462613592610545,0.9800737197167779,0.541400200895671,0.9269480898192054,0.9493703635239424,,0.9350789335827996,0.9578925639389392,0.9473838872474124,0.9155793519798577,1,0,1,1,1,1,0.9953824877738953,0.05550723895430565,0.986724317073822,0.9907616972923279,0.9926103949546814,0.9896893501281738
